Baryon,Ansatz,mPS_cut,mps_cut,chisqr,AIC,M_CB,M_CB_err,F2,F2_err,A2,A2_err,L1,L1_err,F3,F3_err,A3,A3_err,L2F,L2F_err,L2A,L2A_err,F4,F4_err,A4,A4_err,C4,C4_err
Sigma,MF4,0.52,0.62,5.334216390144863,264.5334216390145,4.451137409643733,0.06184084886615615,-105.90031343812227,0.802742452840576,0.5804832697266689,0.10839650264722445,-0.08190496001053127,0.07122782609588403,312.7426147980497,2.1566223740314285,-0.19086238167666392,0.10021526988179189,-0.15720555578566037,0.31371801524405024,0.0304412060941781,0.08063182158579557,-256.88350633782784,2.384748366066077,,,,
Sigma,MA4,0.52,0.62,6.915499689057485,270.91549968905747,0.7404530534773004,0.09433821271169807,1.3692930535066883,0.8237870187916747,1.6842294293671434,1.4728901139134059,-0.11516197004734036,0.06108486644517447,-0.9506042399690464,1.2696762159407433,-3.255613707830282,3.9797174369975803,0.03131793851528403,0.22464832926070427,0.0327622841463156,0.11447828239332347,0,0,2.351511104061819,2.9764517526732632,,
Sigma,MC4,0.52,0.62,6.60246550572117,270.60246550572117,0.8009130997531217,0.058046066401202356,1.167193217758025,0.7389263126498966,0.5574374573504413,0.10009932599189719,-0.1533856685325734,0.06485077850415144,-0.547362679944142,1.1607783478872484,-0.0022066026924650785,0.05979724042910899,0.17001583645574525,0.29443495798416996,0.0675675304416912,0.12239203356291668,0,0,0,0,-0.668046978791196,0.21156680825225382
SigmaS,M2,0.52,0.62,9.282313397280292,263.2823133972803,1.2161762580564093,0.03528177698289636,0.5616864969110053,0.09308284675881373,0.2985017518172026,0.02399143447313956,-0.2638442935750196,0.04029547072892725,,,,,,,,,,,,,,
SigmaS,M3,0.52,0.62,7.897598872393244,262.71796353385395,1.2838975247729305,0.11530164241158714,0.5198500379918634,1.0933006566663197,-0.01657244863664029,0.2918218506621091,-0.36199177814325356,0.14183266101101433,-0.2688554423075785,1.785596396589325,0.3870108963550625,0.3380667225406706,0.3982092576233636,0.6267918106238859,0.02993449471267104,0.27929814895771565,,,,,,
SigmaS,MF4,0.52,0.62,7.2101897738676275,264.72101897738673,-3.697865741338566,0.1344168119957283,146.82046729733935,1.3726498217151288,-0.0774576416567675,0.2875774427318112,-0.42852823208979873,0.13476805862243224,-428.5853051258248,3.4588257561334217,0.45653011613692096,0.3449143243675329,0.7212261394441674,0.5314933113886645,0.041625614509729666,0.22979546071232604,351.0440768686085,4.533509145720188,,,,
SigmaS,MA4,0.52,0.62,6.482902323889773,270.4829023238898,1.0178416035122337,0.16452147730310251,0.2692018310061489,1.566253844993915,7.68494269208926,2.004665454374843,-0.3679282033936415,0.1365364678244454,0.08485177289197712,2.4146267496542575,-20.847812118697803,5.401917314096314,0.3808146157572935,0.5727940654735161,0.08469986883120212,0.24223116093589486,0,0,16.152110988890392,4.10532234994994,,
SigmaS,MC4,0.52,0.62,8.486954062258423,272.4869540622584,1.3166630068828389,0.11603315799008174,0.1212870579762948,1.4645711709839129,-0.014141360490451609,0.18891521284162777,-0.4010059693156225,0.1509793719284247,0.402775975128276,2.3364940994590215,0.5470157567702083,0.3073861841055152,0.5482719239356091,0.6365325655454206,0.05563935350802626,0.21852404687472946,0,0,0,0,-0.6569303685032479,0.5711914004561236
Lambda,M2,0.52,0.67,3.1096144526294798,255.1096144526295,0.9842606049619114,0.029093742471725248,0.680435646633043,0.07220116351953043,0.32757799069884275,0.016160678769157,-0.1154745841327707,0.03423890756368589,,,,,,,,,,,,,,
Lambda,M3,0.52,0.67,2.3198519548196948,260.193320996235,1.0115834084985091,0.11807872806098763,0.47026233767337977,1.3031174769819702,0.28754629769012896,0.21493313873638073,-0.13476426593374352,0.10886939901731463,0.3710452866833456,1.9376388359786056,-0.06331157518643572,0.19928112391991998,-0.09345916568716225,0.45076694719178634,0.14997202114656766,0.1902402861516943,,,,,,
Lambda,MF4,0.52,0.67,2.2931394674996857,262.20846722431816,1.732950236337521,0.13339129685122875,-20.64598404678883,2.544596836881386,0.29418117076223615,0.1916518721888914,-0.12533030373495635,0.09927795445897336,62.09549390797687,7.083374840937914,-0.0665469820664096,0.1699250923171405,-0.133708376643083,0.37714660362983343,0.14307667119595535,0.179930853588542,-50.518198169346405,6.44759758139638,,,,
Lambda,MA4,0.52,0.67,2.49747111121655,264.49747111121656,0.9704759554841642,0.12980149274259833,0.4706044002791734,1.1072223650974529,1.4827298445366264,1.711427417509492,-0.14063647925929823,0.11311667521979407,0.3767233777477834,1.6154454607526627,-3.405485063969511,4.666347995580874,-0.10757493494368692,0.4676866967966456,0.19062827001934424,0.2076913030279468,0,0,2.536120199664377,3.45678848872432,,
Lambda,MC4,0.52,0.67,2.4866394986352214,264.4866394986352,1.0242792418191233,0.11003897848364197,0.3114532439570401,1.4730163977207495,0.30136685426422805,0.1911595585380929,-0.151266515675829,0.08875715339158158,0.6214518283835795,2.102144315193922,-0.02322752285312382,0.22293368753910506,-0.02350546457843587,0.21861964462226643,0.1574886400756776,0.18948840558556596,0,0,0,0,-0.23146261833231102,0.41374911304200807
Sigma,M2,0.52,0.67,8.884886186546955,260.88488618654696,0.8241649399946808,0.015950130384964623,0.7467946212780769,0.04283895146322969,0.4498733664642247,0.010391898336256311,-0.0957167950158048,0.020768442119129288,,,,,,,,,,,,,,
Sigma,M3,0.52,0.67,6.564206439704092,260.54701720330866,0.7645210517388981,0.06997607307787335,1.738277052887122,0.9549240526286591,0.540324293798018,0.11704281279701323,-0.12899047557265222,0.060779810814060004,-1.4625553265086608,1.4195266045107782,-0.21166909108185228,0.08287250355751441,0.000845231053176708,0.23595005700690838,0.11886144948965491,0.11496577266612919,,,,,,
Sigma,MF4,0.52,0.67,5.566367847341026,262.50603344066735,4.498032005809867,0.060536053872742634,-107.30263469035009,0.6933092909087009,0.5712347709858732,0.11386675247073352,-0.08997460094717025,0.07030059682965609,317.1052992606427,1.7055256886961843,-0.23383994309016243,0.07994610007254804,-0.18909324959055435,0.3189126903088578,0.09657292160508214,0.11521819725884383,-260.6331381919766,2.32330062362405,,,,
Sigma,MA4,0.52,0.67,7.112462920234201,269.1124629202342,0.7649965268381127,0.07862765044342046,1.7283346824425943,0.9687920903026368,0.5621884341043981,0.3957914606458008,-0.13051217672777127,0.061849639998398376,-1.4541931710166898,1.4603969602566609,-0.27063652486964695,1.0457395659345525,0.0077106873795127345,0.24354641866912985,0.11906956307373706,0.12601660676318355,0,0,0.04360463123430136,0.7918344462297645,,
Sigma,MC4,0.52,0.67,6.976440147460979,268.97644014746095,0.8068660957751602,0.04639898190870173,1.0372534718630468,0.4857265531055559,0.6192529014896246,0.14707627992511502,-0.1486254288317697,0.06256966709704243,-0.3818385747852141,0.612672046552092,-0.17411598918699744,0.13440014250653565,0.11467091365908264,0.2531724976801154,0.10574454091384212,0.1420161331403224,0,0,0,0,-0.47194021144674525,0.3236718985211553
SigmaS,M2,0.52,0.67,10.983677870560621,262.9836778705606,1.2102763485509849,0.03429485896932194,0.5739124738413262,0.09401524753493562,0.28542287090716295,0.024553348506594352,-0.25370289921131306,0.038909608711424404,,,,,,,,,,,,,,
SigmaS,M3,0.52,0.67,9.07631274997618,260.75635939583134,1.2569622199472752,0.1315536250028133,1.2657456123295838,1.2665723030458302,-0.06855029261633125,0.30087112093023527,-0.40857278288638676,0.12457816255371457,-1.2852656391308215,1.443460384326078,0.21047913675880897,0.26439098246895937,0.3062504314350807,0.5926162447867793,0.32301453943234004,0.2723176514478377,,,,,,
SigmaS,MF4,0.52,0.67,8.500775993928203,262.77279781762985,-3.5508171501134225,0.13900550979108228,142.30090439314523,1.8473457673388225,-0.11174607942703213,0.2965495595714816,-0.4696083722910154,0.13776546961161817,-414.0524152187843,4.744926840161668,0.25391564580518833,0.269732873123931,0.6018147035695995,0.5661349108200548,0.3382058364488367,0.2082409322390249,338.2107561281498,5.7749837786964235,,,,
SigmaS,MA4,0.52,0.67,9.23714671924947,271.2371467192495,1.1120419374989572,0.17089732911132782,1.1707427090549851,1.250821156618291,4.228115809371344,3.2371248488059248,-0.4266927834395733,0.11968339122829896,-1.140936673687746,1.8261656072370416,-11.707669953290413,8.650106321437297,0.27288141720866266,0.5136353559955347,0.44690851187218894,0.27579856714877526,0,0,8.99997365180353,6.448612419227528,,
SigmaS,MC4,0.52,0.67,9.931430978785906,271.9314309787859,1.3394288489409538,0.06023270014240367,0.03840145148931398,0.05725895639131407,0.010617031502611578,0.28353273295297016,-0.4440379765083736,0.13840879151159402,0.5314060009173269,0.5342809539182851,0.29588921091754283,0.26133873814141584,0.5080240692507023,0.6412199292559109,0.3030840958057861,0.2145606607796622,0,0,0,0,-0.6181175357751771,0.4076105157708392
Lambda,M2,0.52,0.72,3.6218236833957898,247.6218236833958,0.9849082611192399,0.030813576204708593,0.6747807245445032,0.06871339540484267,0.32502491208785145,0.01320977036978066,-0.11362706121392342,0.03260007815182321,,,,,,,,,,,,,,
Lambda,M3,0.52,0.72,2.930986884112926,252.18318668025705,1.0020426070664588,0.08186776602516277,0.5418564337522749,0.9500843864460954,0.30675083050351604,0.10442913309670737,-0.12807359954517944,0.14274976644711862,0.24719928524570983,1.6615803585650744,-0.04358905141360733,0.08864455213146062,-0.0658288518147998,0.6094462213857945,0.09457239708088266,0.08554866045202683,,,,,,
Lambda,MF4,0.52,0.72,2.9553465912768866,254.1970231060851,0.6044538078546076,0.14417883960598155,12.66736541901875,2.8727469342052387,0.30474930990389426,0.1438421933216391,-0.1465374929411123,0.09355659026390217,-35.722895977519755,9.095039412079572,-0.03693402319043011,0.1487311004324814,0.026171870663193174,0.31073553620811906,0.09055981092642951,0.08957465338571133,29.75820215085521,8.637944420068663,,,,
Lambda,MA4,0.52,0.72,3.091242946968841,257.09124294696886,0.9910518679402691,0.08805418932455833,0.5480350438182042,0.9560123274108727,0.6076173696137557,0.4701222032663689,-0.13407475942354563,0.1279056666977323,0.21406687950654968,1.6214455454156051,-0.8029048210354537,1.1180437561247918,-0.03941829694715568,0.5558170730578056,0.09685955101980914,0.08814339292629722,0,0,0.524291186635343,0.7958893241307671,,
Lambda,MC4,0.52,0.72,3.1829449756268775,257.18294497562687,1.0298085729264188,0.09597907714621479,0.3141542415139153,1.1768617232009042,0.25315721769943733,0.12812914920193486,-0.14648598594101891,0.12082796388395331,0.5253061835624262,1.9324197535243437,0.007854836545494827,0.03439821790420477,-0.0018069440408270078,0.5109408803715704,0.1109040118748208,0.09620980254180654,0,0,0,0,0.005670472672785452,0.38263924684082
Sigma,M2,0.52,0.72,13.612970147170984,257.612970147171,0.8323090049190033,0.016303600862678347,0.7270995127989316,0.0421213914196078,0.43051695207835944,0.009393423182467386,-0.09517421105081843,0.02147462737305894,,,,,,,,,,,,,,
Sigma,M3,0.52,0.72,8.130669082655729,252.508166817666,0.8414158691576838,0.04335966996680285,0.7782580630637859,0.4846530677857296,0.6087639527687768,0.08590364452381938,-0.16540327022305004,0.08031332437391445,-0.29240717286405526,0.9184264813656214,-0.2480828652567707,0.07690793284059944,0.2486489062451992,0.3510856155802156,0.049812203813623404,0.05924171681556423,,,,,,
Sigma,MF4,0.52,0.72,6.777568631256502,254.45183790875046,1.6145682841660767,0.06480034548763536,-23.36705377663087,1.2269883775314696,0.6188997770839397,0.09002710753882925,-0.1154461671317022,0.07483848465107346,71.93388618478212,3.5528889252091176,-0.2708120607877835,0.07529574137670281,-0.0031798040328419007,0.275840607766645,0.059390914004034956,0.0610901840024532,-60.13768153760128,3.3551174863770825,,,,
Sigma,MA4,0.52,0.72,8.67440864568184,262.67440864568186,0.8576635959574574,0.040725119769488005,0.7263205410397031,0.507417016102702,0.26935431067757853,0.4446620481715101,-0.15998196031657358,0.07932048107380293,-0.19290900744993955,0.9174507362077355,0.60435099872969,1.1584247729560047,0.2210197967429114,0.3457854956610921,0.05017792808724062,0.0630821433157586,0,0,-0.588624161995835,0.8295231783709194,,
Sigma,MC4,0.52,0.72,7.890193455915275,261.89019345591527,0.8138325998478027,0.05170071056625769,0.7731326726128032,0.3919926296938723,0.6913814755150889,0.09963745467245744,-0.1312524477201833,0.06781922866614812,-0.05279364160081523,0.5071908915860452,-0.25406610488836234,0.07461521672233085,0.1285127346383491,0.27799912407452,0.025179204534058308,0.06988974083955427,0,0,0,0,-0.30552563231118346,0.2253878664744491
SigmaS,M2,0.52,0.72,14.387218971769054,258.3872189717691,1.2152896787162666,0.036139925514032,0.5127241205259536,0.09760290820374184,0.29716374229965525,0.015431862060909296,-0.244617631749673,0.03738429937318988,,,,,,,,,,,,,,
SigmaS,M3,0.52,0.72,10.86805902388024,252.6792536889925,1.3455166519580821,0.12787328359375483,0.30033377466477473,1.4067208069611015,-0.025054713629741286,0.1754933066839925,-0.46287525798199025,0.1666488927080726,-0.1988734750089855,2.3244534107413855,0.21225032499635527,0.1675956596291175,0.6365456810065382,0.7040016414837282,0.24887950707059697,0.11127262313145964,,,,,,
SigmaS,MF4,0.52,0.72,10.64272492157502,254.70951499477167,1.8739291307197075,0.13328054880375628,-15.893823904379857,2.3247017179619576,-0.019322282557177516,0.1731004190750365,-0.4383229522365246,0.1576448966929327,47.936092954089816,6.348166392082788,0.20092977331571094,0.15493065823794416,0.5145230936544403,0.692566643542118,0.2534051011312748,0.11239038311038452,-39.8993011174619,6.026750983763577,,,,
SigmaS,MA4,0.52,0.72,11.613695552813784,265.6136955528138,1.2722864664462392,0.161483314250348,0.5585870930679038,1.4928254925082345,1.5165878744369783,1.5466464624248735,-0.4922701564367986,0.15882972376575927,-0.7020112215284744,2.5423989207104043,-3.651678700347391,3.962171061450065,0.7738704713691122,0.7063697747461586,0.2555755528742655,0.11907364908531157,0,0,2.6557765867164758,2.769111223656445,,
SigmaS,MC4,0.52,0.72,10.882083807575055,264.88208380757504,1.3113138996302927,0.09550679452391275,0.2796458025853584,0.6138071285137767,0.09264531634114398,0.2153573745212551,-0.4322352675712364,0.1597238431053245,0.12178191249788228,1.1361617259799794,0.26130039683389206,0.15678073500886774,0.5764689814761901,0.7517128109199722,0.1915270902741124,0.13741063460650516,0,0,0,0,-0.5798392077287027,0.5459892110173054
