ENS,Nt,Ns,beta,f_bare_mass,as_bare_mass,f_epsilon,as_epsilon,Lambda_N_source,Lambda_N_sink,Lambda_ti,Lambda_tf,Lambda_chisquare/dof,m_Lambda,m_Lambda_error,Sigma_N_source,Sigma_N_sink,Sigma_ti,Sigma_tf,Sigma_chisquare/dof,m_Sigma,m_Sigma_error,SigmaS_N_source,SigmaS_N_sink,SigmaS_ti,SigmaS_tf,SigmaS_chisquare/dof,m_SigmaS,m_SigmaS_error,R_Lambda_Sigma,R_Lambda_Sigma_error,R_Sigma_SigmaS,R_Sigma_SigmaS_error
QB3,60,48,7.85,-0.7,-0.9,0.18,0.01,50,0,17,27,1.12,0.8497463819948692,0.003731752551725309,50,0,16,29,0.99,0.8326055030474753,0.002137957886923836,50,0,16,30,1.19,0.8895355072796038,0.0027274313025419383,1.020587035378286,0.003676520981086062,0.9360003015436302,0.002512692404511685
QB3,60,48,7.85,-0.72,-0.9,0.18,0.01,50,0,17,25,0.4,0.8079962718755622,0.005544549091395123,50,0,16,25,0.52,0.7917217492104409,0.0029457280759395132,50,0,16,26,0.68,0.8528715266255571,0.003964918744064905,1.0205558615528136,0.006594294365166453,0.9283013027096129,0.0037150229208158247
QB3,60,48,7.85,-0.66,-0.93,0.18,0.01,50,0,17,25,1.02,0.9008999869756462,0.0027180425923050144,50,0,16,27,1.67,0.8772455376223505,0.001643645809030092,50,0,18,28,0.57,0.9312959352544713,0.002520527929123939,1.0269644567442404,0.0021696396724506517,0.9419621673562315,0.001979674634514317
QB3,60,48,7.85,-0.68,-0.93,0.18,0.01,50,0,17,25,0.79,0.8594679218819741,0.003105536323559477,50,0,16,27,1.52,0.835684489706848,0.0018008384551220225,50,0,18,28,0.5,0.8949415364072257,0.002767201718039569,1.0284598224187087,0.0027598180201473532,0.9337866840572993,0.0024349458471272234
QB3,60,48,7.85,-0.7,-0.93,0.18,0.01,50,0,17,25,0.5,0.8165500588221255,0.0038888884443943894,50,0,16,27,1.19,0.7934236827756413,0.002083666045877175,50,0,18,28,0.46,0.8590800744623759,0.003436647308360685,1.0291475746798746,0.003990820755951807,0.9235736066538114,0.003336484569586351
QB3,60,48,7.85,-0.72,-0.93,0.18,0.01,50,0,17,25,0.45,0.7719856018180783,0.005236380473201185,50,0,16,27,0.78,0.7510330099409861,0.003002709722330965,50,0,18,28,0.41,0.8244913695058451,0.005098527122750829,1.027898363453743,0.006630241482743271,0.9109046349279727,0.0054094080665568756
QB3,60,48,7.85,-0.72,-0.97,0.18,0.01,50,0,17,25,0.56,0.720385765857295,0.005427077552881965,50,0,16,27,0.75,0.6921023492910982,0.0027914106278915662,50,0,18,28,0.3,0.7770860697384994,0.005257088340499871,1.0408659450371274,0.007047943275250601,0.8906379566474542,0.005851133183026103
QB3,60,48,7.85,-0.73,-0.97,0.18,0.01,50,0,17,25,0.69,0.6953158976765235,0.0068800535626909465,50,0,16,27,0.67,0.6705539214618418,0.003773427062443435,50,0,18,28,0.4,0.7610168801111332,0.0072178347154521205,1.0369276435826358,0.010239031962886891,0.8811288408792182,0.008385043669179804
QB3,60,48,7.85,-0.72,-0.99,0.18,0.01,50,0,17,25,0.61,0.6926644161221157,0.005382508324456969,50,0,16,27,0.71,0.6599035596859119,0.002626558797933165,50,0,18,28,0.28,0.7516771662973016,0.005373103421270731,1.0496449154658247,0.007480756551575984,0.8779082154863652,0.006042259092237545
QB3,60,48,7.85,-0.73,-0.99,0.18,0.01,50,0,17,25,0.76,0.6667854339251845,0.00693022059749171,50,0,16,27,0.62,0.6376309949279368,0.003531036048526892,50,0,18,28,0.35,0.735083121585185,0.007255809942694813,1.0457230580526322,0.0111631902307876,0.8674270653268497,0.00913155869858806
QB3,60,48,7.85,-0.72,-1.01,0.18,0.01,50,0,17,25,0.66,0.6634449104260228,0.00538537402107353,50,0,16,27,0.67,0.6253526546533215,0.002618154720983812,50,0,18,28,0.3,0.7247981193188837,0.005719239080367977,1.060913239096776,0.008106736809856407,0.8627956364469952,0.006721357854040821
QB3,60,48,7.85,-0.73,-1.01,0.18,0.01,50,0,17,25,0.79,0.6366525802104348,0.007286175338698908,50,0,16,27,0.58,0.6021259919541984,0.003260745355849748,50,0,18,28,0.34,0.7073877466608745,0.007934022008841302,1.0573411357715692,0.012748299299512489,0.8511965252387399,0.010126751073913809
QB3,60,48,7.85,-0.72,-1.03,0.18,0.01,50,0,17,25,0.71,0.632683397602253,0.005788075888758071,50,0,16,27,0.66,0.587912514625258,0.002626539642657688,50,0,18,28,0.38,0.696215191750964,0.006157607080404803,1.0761522877354168,0.008874650474422818,0.8444408016243835,0.007860907798952654
QB3,60,48,7.85,-0.73,-1.03,0.18,0.01,50,0,17,25,0.79,0.6051132565902229,0.007561496548565527,50,0,16,27,0.61,0.5634439635776294,0.0030993412201365533,50,0,18,28,0.36,0.6774711613679094,0.008964860063322755,1.0739546356092116,0.013797215772742177,0.831687008550972,0.01083728549769436
QB3,60,48,7.85,-0.7,-1.04,0.18,0.16,50,0,17,25,0.92,0.6652750569626741,0.0037785863306660783,50,0,17,27,1.08,0.6183534305074245,0.002186383762069366,50,0,15,27,0.58,0.7192548697206409,0.0034324386341765267,1.075881565687677,0.004939147377495123,0.8597139297056041,0.003986972154723989
QB3,60,48,7.85,-0.71,-1.04,0.18,0.16,50,0,17,25,0.82,0.6409139291665027,0.004469545414014342,50,0,17,27,0.91,0.5938116111685543,0.0023451700597852954,50,0,15,27,0.44,0.6999745852442971,0.003649675187876067,1.0793219888463554,0.006248208917324138,0.8483331019244206,0.004639444930074843
QB3,60,48,7.85,-0.72,-1.04,0.18,0.16,50,0,17,25,0.92,0.6155728259001256,0.0054099517514887285,50,0,17,27,0.76,0.5689672104492856,0.002593761048812704,50,0,15,27,0.36,0.6808479120357882,0.004247848657425113,1.081912656116049,0.00835412820873227,0.8356744588494505,0.0052177314261755425
QB3,60,48,7.85,-0.7,-1.05,0.18,0.18,50,0,16,25,0.87,0.6498320033667269,0.003935090388330842,50,0,17,27,1.13,0.5986787614305698,0.0023194097034783256,50,0,16,27,0.6,0.7042670665706671,0.004159901467627347,1.0854435554284976,0.005586596016351475,0.8500734875276147,0.004607805105160789
QB3,60,48,7.85,-0.71,-1.05,0.18,0.18,50,0,16,25,0.76,0.6254191942645797,0.004702490400727344,50,0,17,27,0.99,0.5735769545054494,0.002531899046835484,50,0,16,27,0.47,0.6847824381083176,0.004472799472760136,1.0903841051351684,0.00701520016196211,0.8376046501571088,0.005199270908115561
QB3,60,48,7.85,-0.72,-1.05,0.18,0.18,50,0,16,25,0.77,0.6000848649216242,0.0054510696000160674,50,0,17,27,0.88,0.548104794134184,0.002726180890845864,50,0,16,27,0.41,0.6653709574089077,0.005350455918868402,1.094836008266541,0.009027919407433638,0.8237582179249565,0.0061607821691445075
QB3,60,48,7.85,-0.7,-1.06,0.18,0.2,50,0,16,30,0.8,0.6341092468975337,0.004342088561010371,50,0,16,30,1.13,0.5776342052139039,0.00238865726731996,50,0,16,28,0.5,0.6900614419064237,0.004789197000036438,1.097769559305645,0.006561316735376854,0.8370764835346856,0.0054414481198116205
QB3,60,48,7.85,-0.71,-1.06,0.18,0.2,50,0,16,30,0.8,0.6089057911157454,0.004985282379147193,50,0,16,30,1.19,0.5516694184946174,0.002559256292905543,50,0,16,28,0.41,0.6704229810626834,0.0052343063119388855,1.1037512153153484,0.007981160518854447,0.8228677030434869,0.006167969262422912
QB3,60,48,7.85,-0.72,-1.06,0.18,0.2,50,0,16,30,0.86,0.5821423031559301,0.006005801181863557,50,0,16,30,1.28,0.5248312179998733,0.00273638815621291,50,0,16,28,0.38,0.6508018877998734,0.00634278951487155,1.1091990780854628,0.010356745308895965,0.8064377621493055,0.007694577364484867
QB4,60,48,8.0,-0.6,-0.81,0.18,0.01,100,0,20,29,1.08,0.9475575239222778,0.0018807477685875984,100,0,20,30,0.62,0.9379106760697555,0.0016248344234198742,100,0,19,30,0.43,0.9643018860359122,0.0018935801223768367,1.0102854654485294,0.0011591155474537373,0.972631796796907,0.0009165350930895322
QB4,60,48,8.0,-0.62,-0.81,0.18,0.01,60,0,20,30,1.3,0.9071175824587744,0.002142555324721296,60,0,20,30,0.56,0.8981439764363637,0.0017610634906213285,60,0,19,30,0.39,0.9269715971245127,0.0020418757818636557,1.009991277855045,0.001494364611636323,0.9689012902039578,0.001121633105131914
QB4,60,48,8.0,-0.64,-0.81,0.18,0.01,60,0,20,30,1.55,0.8655381297261651,0.0025592337771698226,60,0,20,30,0.55,0.8580487551177091,0.0019534222508146293,60,0,19,30,0.31,0.8890076962010502,0.002214397613275132,1.0087283788523516,0.002012137897927646,0.9651758458159176,0.00140518398364875
QB4,60,48,8.0,-0.66,-0.81,0.18,0.1,50,0,19,30,1.38,0.8245458815906446,0.0028629865928221365,50,0,20,30,0.72,0.8182009351123949,0.00214451088990697,50,0,20,30,0.26,0.850852260208351,0.0026800145801040287,1.007754753393649,0.0027877389255928087,0.9616251532458048,0.0016009987433449613
QB4,60,48,8.0,-0.68,-0.81,0.18,0.1,50,0,19,27,1.44,0.7817508978648738,0.004357703137975233,50,0,20,27,1.0,0.7788842611033165,0.002859748140255358,50,0,20,30,0.48,0.8153289122321703,0.0036195932096773076,1.0036804399635662,0.004747247389994991,0.9553006761049633,0.002693381672027595
QB4,60,48,8.0,-0.69,-0.81,0.18,0.1,50,0,17,27,1.0,0.7651660887102895,0.004583516477938754,50,0,19,27,1.24,0.7609326417000725,0.003534224439717737,50,0,20,30,0.85,0.7988704447156736,0.004895807821370557,1.00556349771086,0.006143823758243072,0.9525106939848005,0.004412965000239577
QB4,60,48,8.0,-0.7,-0.81,0.18,0.01,50,0,16,27,0.57,0.7486084483649944,0.006831374418808767,50,0,17,25,1.33,0.7409624654339895,0.005412975310258972,50,0,19,27,0.46,0.7818854473827679,0.009056598264014504,1.0103189881912933,0.009606731607998409,0.9476611540913553,0.009328079439188897
QB4,60,48,8.0,-0.62,-0.82,0.18,0.01,60,0,20,30,1.3,0.8963461234708163,0.0021177939619984043,60,0,20,30,0.57,0.8867304001543582,0.001741877275856063,60,0,19,30,0.4,0.9164469983615274,0.0020228341864740873,1.0108440212659724,0.0015311612206014846,0.9675741223875487,0.0011145210233129976
QB4,60,48,8.0,-0.64,-0.82,0.18,0.01,60,0,20,30,1.56,0.8547214339981823,0.0025468980189689017,60,0,20,30,0.56,0.8464816912625301,0.001910815019951162,60,0,19,30,0.32,0.8784057788314785,0.0021498410067966045,1.0097341062668026,0.0019893640365111764,0.9636567878555897,0.0014207994056374407
QB4,60,48,8.0,-0.68,-0.82,0.18,0.01,60,0,19,27,1.32,0.770097856168621,0.004238897389484353,60,0,19,27,0.67,0.7680087288168751,0.0029420592918809607,60,0,19,30,0.33,0.8051008780493798,0.0035913352817597,1.0027201869892342,0.005117296737134347,0.9539285693957104,0.0028929418569977328
QB4,60,48,8.0,-0.7,-0.82,0.18,0.01,50,0,16,27,0.58,0.737030516217378,0.006776019338119665,50,0,17,25,1.31,0.7287612311369474,0.005365874200119247,50,0,19,27,0.46,0.7713314740522765,0.00912202510960336,1.0113470430740803,0.009593529805690837,0.9448094051035132,0.009409811525387446
QB4,60,48,8.0,-0.62,-0.84,0.18,0.01,60,0,20,30,1.32,0.8743471030036227,0.0021160150857169047,60,0,20,30,0.58,0.8633565832295615,0.0017172476664713,60,0,19,30,0.41,0.8950002854189468,0.00198202372071965,1.0127299889611647,0.001491978954079487,0.9646439194434748,0.0011334363907505862
QB4,60,48,8.0,-0.64,-0.84,0.18,0.01,60,0,20,30,1.59,0.8326215696150165,0.002493944627490974,60,0,20,30,0.58,0.8227742133278526,0.0018916771661853238,60,0,19,30,0.32,0.8567940276681736,0.0021633287305866666,1.0119684794779051,0.0019948360694754808,0.9602940575660777,0.0014246633070722492
QB4,60,48,8.0,-0.68,-0.84,0.18,0.01,60,0,19,27,1.36,0.7475090011170367,0.004125648545934224,60,0,19,27,0.71,0.7433892152921274,0.0028115388663160212,60,0,19,30,0.34,0.7830095593566208,0.0034995821952266137,1.0055418961429112,0.005266832190337967,0.9493999229114797,0.002971071678866788
QB4,60,48,8.0,-0.7,-0.84,0.18,0.01,50,0,16,27,0.6,0.7132910574864966,0.006374880545494177,50,0,17,25,1.26,0.7036811652342125,0.005165933376907406,50,0,19,27,0.45,0.749833447389699,0.008906163200300021,1.013656600072684,0.009662963717825379,0.9384499553652206,0.009747991939124234
QB4,60,48,8.0,-0.64,-0.91,0.18,0.01,60,0,20,30,1.78,0.7493337286685398,0.002259138493128754,60,0,20,29,0.83,0.732472505749691,0.0017996649181057922,60,0,22,30,0.43,0.7750814455817772,0.0026589088354128654,1.0230195983965176,0.0020370794000488246,0.9450265000214219,0.0025041834728697365
QB4,60,48,8.0,-0.66,-0.91,0.18,0.01,100,0,19,29,1.44,0.7064965406998686,0.0025399483027920278,100,0,20,29,0.84,0.6903477125523226,0.0020604097551396583,100,0,19,30,0.29,0.7371627584964903,0.002556174625611196,1.0233923106485587,0.0028934212306188645,0.9364929313037311,0.0024420671517939585
QB4,60,48,8.0,-0.64,-0.93,0.18,0.01,60,0,20,30,1.88,0.7234207757491142,0.0021940914511346943,60,0,20,29,0.91,0.7039489675791273,0.0017918979393448664,60,0,22,30,0.46,0.7504260012277424,0.0027562329585548717,1.027660823535192,0.0020992087221516353,0.938065800528532,0.0026535326823587946
QB4,60,48,8.0,-0.66,-0.93,0.18,0.01,100,0,19,29,1.51,0.680404553726062,0.00253362754060682,100,0,20,29,0.91,0.6610205007747045,0.0020494870507485885,100,0,19,30,0.33,0.7122607023990244,0.002485428334517259,1.029324435367193,0.0030256776196895263,0.9280597659652801,0.002513497859092051
QB4,60,48,8.0,-0.64,-0.95,0.18,0.01,60,0,20,26,1.55,0.6949329671363895,0.0022941319165508123,60,0,20,29,1.0,0.6738086177805852,0.0017803321661221672,60,0,22,26,0.7,0.7237902630839141,0.0028855739623940835,1.0313506666408994,0.002438155134534714,0.9309445735144765,0.0029316115724543623
QB4,60,48,8.0,-0.66,-0.95,0.18,0.01,100,0,20,28,2.08,0.6525004812771918,0.002658344318806294,100,0,20,29,0.99,0.6298859895535935,0.0019309293594182986,100,0,19,30,0.38,0.6865434681178207,0.002659474495462999,1.0359025158499324,0.003290497199719189,0.9174743025091254,0.0028037434516653414
QB4,60,48,8.0,-0.66,-0.99,0.18,0.16,50,0,18,29,2.19,0.59480587805709,0.002390026171159576,50,0,20,30,1.31,0.5603375972368816,0.0018917456270102218,50,0,18,27,0.48,0.6347244683138037,0.00280313835497481,1.061513417964772,0.003802240155495795,0.8828044690406582,0.003702280216833831
QB4,60,48,8.0,-0.68,-0.99,0.18,0.16,50,0,18,29,1.4,0.5478022432051859,0.003178590862272568,50,0,20,30,1.11,0.5117604946901431,0.00243713226557829,50,0,18,27,0.41,0.596501898449304,0.003418977312729665,1.0704269846715408,0.005658408101899548,0.8579360703135079,0.005299953961741433
QB4,60,48,8.0,-0.66,-1.01,0.18,0.16,50,0,17,30,1.36,0.5627046404928675,0.0026714683681590135,50,0,20,30,1.46,0.5198523687949468,0.0020635607862149463,50,0,18,26,0.09,0.6063645485189252,0.0031190934234669454,1.0824316176480164,0.004924731952139494,0.8573264549596631,0.004548823888305353
QB4,60,48,8.0,-0.68,-1.01,0.18,0.16,50,0,17,30,0.62,0.5148772999050582,0.0035488619704715507,50,0,20,30,1.22,0.467707418493441,0.0024117660081158787,50,0,18,26,0.31,0.5688698697163841,0.004087530800363615,1.100853395833572,0.007263851957154843,0.8221694334534211,0.006528703828844629
QB4,60,48,8.0,-0.66,-1.015,0.18,0.2,50,0,18,29,1.31,0.5536235231692748,0.003067887897922894,50,0,21,30,1.36,0.509925926652322,0.002162872418008388,50,0,18,26,0.12,0.5993111306920766,0.0034128589658859454,1.0856940081549271,0.005965691021574182,0.8508534224342975,0.0050020632188640946
QB4,60,48,8.0,-0.67,-1.015,0.18,0.2,50,0,18,29,0.96,0.5295052138447431,0.003425835601635674,50,0,21,30,1.23,0.4836578884918199,0.0022981068395483417,50,0,19,26,0.21,0.5814637099343822,0.00452025489753316,1.0947928824150641,0.007100839547640847,0.8317937649907685,0.006294719765319479
QB4,60,48,8.0,-0.68,-1.015,0.18,0.2,50,0,18,29,0.62,0.5056455702318087,0.00415496923720482,50,0,21,30,1.13,0.45673015159346925,0.002586962508957791,50,0,17,26,0.34,0.5623568305617349,0.004068432417503431,1.1070991666910541,0.008751054661756852,0.8121714306150495,0.00729844495788734
QB4,60,48,8.0,-0.69,-1.015,0.18,0.2,50,0,18,29,0.57,0.48266606814540003,0.005639817093001487,50,0,21,30,1.04,0.42903583889120334,0.0030678789821173558,50,0,18,25,0.57,0.5475445771945506,0.0060280583754487305,1.1250017466904354,0.012089253640944042,0.783563305638877,0.010253800558532533
QB5,60,48,8.2,-0.62,-0.95,0.18,0.2,50,20,20,30,0.36,0.49019780570531074,0.0028359102643549794,50,20,20,30,0.36,0.46001336645095475,0.0017955643417825184,50,0,21,30,0.89,0.5203938418067886,0.0031267542681355787,1.0656164395552932,0.003968272359293312,0.8839715797823529,0.003976452437162381
QB5,60,48,8.2,-0.64,-0.95,0.18,0.2,50,20,20,30,0.49,0.43712810180518036,0.0037217627129850217,50,20,20,29,0.38,0.40610181061678785,0.0021756556196555477,50,0,21,30,0.57,0.4779930495031014,0.004094168535166198,1.0764002779038826,0.0067601047694885175,0.8495977316803074,0.005556468679844495
QB5,60,48,8.2,-0.646,-0.95,0.18,0.2,50,20,20,30,0.49,0.4203729224397685,0.004571601067982212,50,20,20,29,0.4,0.3897379254605785,0.0024827946233933473,50,0,21,30,0.52,0.4660395891550031,0.004542586945947669,1.0786040951569869,0.009072064744881425,0.8362764334404068,0.006425828854506821
QB5,60,48,8.2,-0.62,-0.956,0.18,0.2,50,20,20,30,0.39,0.4792721029112288,0.0029639154237653953,50,20,20,29,0.29,0.4469778813959396,0.001889217970535928,50,0,21,30,0.82,0.5111164579202976,0.0033416931333892785,1.0722501556775748,0.004574372043943065,0.8745127934535036,0.004351336083651014
QB5,60,48,8.2,-0.64,-0.956,0.18,0.2,50,20,20,30,0.53,0.42517726753983925,0.004027958198280834,50,20,20,29,0.43,0.39181472984386573,0.0022903770740037577,50,0,21,30,0.5,0.46827297642079074,0.004267900372356914,1.0851487582135264,0.007675921414479925,0.8367229149943098,0.006408570340967201
QB5,60,48,8.2,-0.646,-0.956,0.18,0.2,50,20,20,30,0.54,0.4078937293443398,0.004704535378493635,50,20,20,29,0.43,0.374955085748752,0.0025049668142987924,50,0,21,30,0.48,0.4562508240256624,0.0049034368480286306,1.0878469044627366,0.010008267103358781,0.8218178817528277,0.007486220354112061
QB5,60,48,8.2,-0.62,-0.961,0.18,0.2,50,0,22,30,0.54,0.4693288864406936,0.003740334397833278,50,0,23,29,0.1,0.43508224390096034,0.0020422014193017257,50,0,21,30,0.75,0.5033767930666551,0.0035182327155233173,1.0787130318918023,0.00603397175122411,0.864327179746144,0.0055499246255721335
QB5,60,48,8.2,-0.64,-0.961,0.18,0.2,50,0,22,30,0.77,0.41455280386150406,0.00520097309221379,50,0,23,29,0.16,0.3781233578170346,0.0025118790952737835,50,0,21,30,0.48,0.4601289751656472,0.004608164804327075,1.096342755059572,0.011267551095766715,0.8217768891448524,0.008570393981287783
QB5,60,48,8.2,-0.646,-0.961,0.18,0.2,50,0,22,30,0.82,0.3971000827970232,0.006173526158017417,50,0,23,29,0.14,0.3605071332528047,0.0029736131628764206,50,0,21,30,0.5,0.44816011206000794,0.005234333332252761,1.1015040928983721,0.015552085473573785,0.8044159298240566,0.009766719825285541
