ENS,Nt,Ns,beta,f_bare_mass,as_bare_mass,f_epsilon,as_epsilon,Lambda_N_source,Lambda_N_sink,Lambda_ti,Lambda_tf,Lambda_chisquare/dof,m_Lambda,m_Lambda_error,Sigma_N_source,Sigma_N_sink,Sigma_ti,Sigma_tf,Sigma_chisquare/dof,m_Sigma,m_Sigma_error,SigmaS_N_source,SigmaS_N_sink,SigmaS_ti,SigmaS_tf,SigmaS_chisquare/dof,m_SigmaS,m_SigmaS_error,R_Lambda_Sigma,R_Lambda_Sigma_error,R_Sigma_SigmaS,R_Sigma_SigmaS_error
QB1,48,24,7.62,-0.77,-1.1,0.05,0.08,100,0,10,20,1.01,0.8708716119247877,0.003747137315253779,100,0,12,22,0.52,0.816588815360803,0.0029647101710209567,100,0,10,20,0.85,0.9309449013580107,0.003774139039154578,1.066475067430357,0.003950591010399185,0.8771612736367196,0.0034818894921703203
QB1,48,24,7.62,-0.79,-1.1,0.05,0.08,100,0,10,20,0.96,0.8295636004247244,0.004895183423739402,100,0,12,22,0.51,0.77240237288427,0.0035565170250239087,100,0,10,20,0.78,0.8966560977898844,0.0043837527290049305,1.0740044691046269,0.00548818643096971,0.8614254392382095,0.004640496783485659
QB1,48,24,7.62,-0.77,-1.12,0.18,0.18,60,0,10,22,1.36,0.8420621097399644,0.003778241438610608,60,0,12,24,0.51,0.7821846204937166,0.0030550312661411505,60,0,12,20,0.57,0.900464999006287,0.005068672311514311,1.0765516064589111,0.004306742244591044,0.8686452236976459,0.004407582739241356
QB1,48,24,7.62,-0.78,-1.12,0.18,0.18,60,0,10,22,1.28,0.8214590960847605,0.004122529992987678,60,0,12,24,0.52,0.7594834545402697,0.0033457247832199277,60,0,12,20,0.56,0.8829421312869135,0.005333018011696833,1.0816023590428392,0.004986848771873831,0.8601735353066693,0.005051460860325596
QB1,48,24,7.62,-0.79,-1.12,0.18,0.18,60,0,10,22,1.21,0.8003392103999755,0.004734233112201558,60,0,12,24,0.54,0.7362802028062754,0.0035872607088737185,60,0,12,20,0.52,0.8655926792812244,0.006079429273645354,1.0870035719411497,0.005827121542482772,0.8506081675941065,0.0058072191065021705
QB1,48,24,7.62,-0.77,-1.14,0.18,0.18,60,0,10,22,1.2,0.8133516644345158,0.004151752948077014,60,0,12,24,0.6,0.7461421265095234,0.0031738884024217207,60,0,11,20,0.59,0.8763505668552666,0.00501792865651618,1.0900760532573073,0.0053192491543019305,0.8514196883411753,0.004936342119673975
QB1,48,24,7.62,-0.78,-1.14,0.18,0.18,60,0,10,22,1.12,0.7926489815772281,0.004650121189063272,60,0,12,24,0.59,0.7223561588099355,0.0033400295759736798,60,0,11,20,0.53,0.8582539195366434,0.005274944818235872,1.0973104775393598,0.005853509482561581,0.8416578618131139,0.005391663981781258
QB1,48,24,7.62,-0.79,-1.14,0.18,0.18,60,0,10,20,1.33,0.7713301143951878,0.005274563847926794,60,0,12,22,0.7,0.697277456522369,0.003894234038632871,60,0,11,20,0.48,0.8401625627337536,0.00576180551463501,1.1062025699814706,0.0073235664229600594,0.8299315959206045,0.006199519495212691
QB1,48,24,7.62,-0.7,-1.15,0.05,0.1,100,0,10,20,1.49,0.9399079609025994,0.003491894689278241,100,0,12,22,0.53,0.884287425101719,0.002937426986816871,100,0,11,20,0.98,0.9908617163504254,0.004479471492996323,1.0628987071646783,0.003363913393709117,0.8924428207386552,0.0035160256161886894
QB1,48,24,7.62,-0.73,-1.15,0.05,0.1,100,0,10,20,1.26,0.8804983472337531,0.003716767699275758,100,0,12,22,0.59,0.8190677228327758,0.0030271422518020064,100,0,14,20,0.19,0.9314791137474863,0.007179650224045542,1.0750006656208075,0.003961825639643868,0.8793194723792981,0.006219153670658839
QB1,48,24,7.62,-0.75,-1.15,0.05,0.1,100,0,10,20,1.08,0.8400716871539232,0.00397299903696835,100,0,12,22,0.65,0.7737944274762405,0.0031169164632535162,100,0,14,20,0.21,0.8953676784204923,0.008079933379684823,1.0856522835061613,0.0047632900938821,0.8642197458381369,0.007512231246177281
QB1,48,24,7.62,-0.77,-1.15,0.05,0.1,100,0,10,20,0.96,0.798900771992501,0.004695859381813494,100,0,12,22,0.73,0.7266181384576308,0.0034175413544391686,100,0,10,20,0.85,0.8689928586267699,0.0046852063513305175,1.0994781573830543,0.005912825784002873,0.8361612310668152,0.0054162869535318015
QB1,48,24,7.62,-0.79,-1.15,0.05,0.1,100,0,10,20,0.87,0.7564878812931684,0.005648647998496736,100,0,12,22,0.82,0.6765534412021161,0.0040739401447054124,100,0,11,20,0.54,0.8275640371733542,0.006251966953300436,1.1181494841693849,0.008493140401556465,0.8175239749578375,0.0067673187096845
QB2,60,48,7.7,-0.7,-0.89,0.18,0.02,50,0,17,29,0.57,1.091255860413871,0.003849376425918649,50,0,17,28,0.52,1.0745170421178565,0.0027483950558535586,50,0,17,25,0.25,1.1190907257806408,0.003788068020107449,1.0155779923816028,0.002693886314433458,0.9601697318761254,0.0021989029673430416
QB2,60,48,7.7,-0.72,-0.89,0.18,0.02,50,0,17,29,0.75,1.0522576525738474,0.004630183263486742,50,0,17,28,0.33,1.0363489279317466,0.0029958177292781496,50,0,17,25,0.29,1.083317825895054,0.004217866466858622,1.015350741640511,0.0034068738162951195,0.956643473558186,0.002550287225132286
QB2,60,48,7.7,-0.74,-0.89,0.18,0.02,50,0,15,29,0.94,1.016679920335981,0.004212213292480893,50,0,17,28,0.24,0.9981754186502567,0.0037140048114454594,50,0,17,25,0.34,1.0468999426723526,0.005028341654938595,1.018538326370275,0.003777701749139384,0.9534582799787723,0.0031588628819798625
QB2,60,48,7.7,-0.77,-0.89,0.18,0.02,50,0,15,29,0.9,0.9622753049577456,0.007410044604713173,50,0,17,28,1.01,0.94076053029268,0.006135655614939339,50,0,17,25,0.29,0.9867763625548156,0.008232310456820713,1.0228695549741782,0.008301837847074944,0.9533675166853428,0.006326200483770972
QB2,60,48,7.7,-0.72,-0.91,0.18,0.02,50,0,14,27,0.64,1.0350305502975532,0.002980270212144198,50,0,14,30,0.38,1.0154677274006123,0.0025055901161068483,50,0,16,25,0.5,1.0656353339670723,0.004274865494308555,1.0192648396094455,0.0022124542998185337,0.9529223506697178,0.0025727692757198106
QB2,60,48,7.7,-0.74,-0.91,0.18,0.02,50,0,14,27,0.75,0.9964046731180773,0.003453800136596019,50,0,14,28,0.28,0.9761105184680549,0.0028624004139209402,50,0,16,25,0.61,1.0299035088230095,0.005054264131346464,1.0207908369657495,0.0028351275991436165,0.9477689027232947,0.0032099290680636106
QB2,60,48,7.7,-0.77,-0.91,0.18,0.02,50,0,14,27,0.86,0.9400142106461203,0.0058652594992711915,50,0,14,28,0.88,0.9161092260741628,0.004355918080992227,50,0,16,25,0.53,0.9726341573372848,0.007618620529123876,1.0260940332130466,0.00602738847055484,0.9418846944283075,0.005916714064930995
QB2,60,48,7.7,-0.72,-0.92,0.18,0.02,50,0,14,27,0.64,1.0243509185795279,0.0029694775290738384,50,0,14,28,0.36,1.0034460342700537,0.0025273741409657102,50,0,16,25,0.51,1.0555182395324283,0.004181919200135331,1.0208330927578793,0.002084268858243199,0.9506666930877088,0.002574020604121152
QB2,60,48,7.7,-0.74,-0.92,0.18,0.02,50,0,14,27,0.75,0.9855992229653711,0.0034037658313245123,50,0,14,28,0.28,0.9644786417103577,0.002872561829673992,50,0,16,25,0.62,1.0197542222194278,0.00498996069525548,1.0218984437203908,0.0027802745029676945,0.9457951932880784,0.0032650599467148878
QB2,60,48,7.7,-0.77,-0.92,0.18,0.02,50,0,14,27,0.85,0.929045717812772,0.00577678376304247,50,0,14,28,0.88,0.9042017075763114,0.00433334482343084,50,0,16,25,0.54,0.9625474949089527,0.007468996764436575,1.027476181507171,0.005979526767355692,0.9393839912926475,0.005902634304779331
QB2,60,48,7.7,-0.7,-0.93,0.18,0.02,50,0,17,28,0.5,1.049457359305518,0.0036856360413417555,50,0,17,29,0.6,1.030275297578755,0.0026272709555295037,50,0,17,26,0.24,1.078868995531454,0.003778045115202744,1.018618384592781,0.0027004847984026803,0.9549586667575318,0.0024406210872660594
QB2,60,48,7.7,-0.72,-0.93,0.18,0.02,50,0,14,25,0.66,1.013558711218241,0.003206293921009129,50,0,14,27,0.36,0.9916662117122479,0.002489734590783721,50,0,17,26,0.28,1.0429948941207063,0.004121197149937528,1.022076480218271,0.0020995767826386125,0.950787216027811,0.002976097723004334
QB2,60,48,7.7,-0.74,-0.93,0.18,0.02,50,0,14,25,0.75,0.974895298043866,0.0036074613108630915,50,0,14,27,0.3,0.9526525445393426,0.002816223722928446,50,0,17,26,0.35,1.0063055772248082,0.004915142096771241,1.0233482329229266,0.0027779034391148816,0.946683160761734,0.0036247684950558856
QB2,60,48,7.7,-0.76,-0.93,0.18,0.02,50,0,14,26,0.81,0.9362833121679471,0.004555359165040573,50,0,14,26,0.46,0.9129729339069028,0.0036002296958450586,50,0,17,24,0.44,0.9677703414852323,0.006383631839522508,1.025532386991246,0.004457495864906624,0.9433776741967188,0.005370968621663197
QB2,60,48,7.7,-0.77,-0.93,0.18,0.02,50,0,14,25,1.0,0.9185899940075775,0.00569078104437315,50,0,14,27,0.64,0.8923149838687352,0.004188514063322435,50,0,17,24,0.35,0.9462961645524941,0.007823929418044329,1.0294458914327806,0.006257118768017822,0.9429553001419099,0.006947561590412432
QB2,60,48,7.7,-0.76,-0.97,0.18,0.02,50,0,14,26,0.75,0.8906276004032284,0.004351050614112673,50,0,14,26,0.47,0.8626804999583133,0.003254236313331771,50,0,17,24,0.47,0.9254442384310271,0.0062189366245899436,1.0323956556874365,0.00445602068080575,0.9321798808979332,0.005302248733135229
QB2,60,48,7.7,-0.76,-1.01,0.18,0.02,50,0,13,26,0.73,0.8397974353638261,0.004134470402604173,50,0,14,26,0.48,0.8077866324526818,0.0030705989123659405,50,0,17,25,0.51,0.8810548778694102,0.006136539947078856,1.0396277947976806,0.004386448992005798,0.9168403157883791,0.005707161947384742
QB2,60,48,7.7,-0.72,-1.09,0.18,0.12,50,0,12,22,0.8,0.8171046907195729,0.003323206575982729,50,0,14,24,0.9,0.7688878492889177,0.0022890883254509387,50,0,16,25,0.37,0.8615942152807476,0.00444053829345703,1.0627098496552483,0.0034540296989480357,0.8924013597728,0.0046707084677960475
QB2,60,48,7.7,-0.74,-1.09,0.18,0.12,50,0,12,22,0.61,0.7750745702551185,0.0035707252359513664,50,0,14,24,0.89,0.7237337518574798,0.0024616026454507,50,0,16,25,0.39,0.8250154334728665,0.0053520409825090764,1.0709388200645213,0.004422756113048321,0.8772366218786406,0.005688128586109453
QB2,60,48,7.7,-0.76,-1.09,0.18,0.12,50,0,12,22,0.45,0.7322874135271256,0.004573335284963287,50,0,14,24,0.85,0.6768340445206855,0.0029078236993280715,50,0,16,25,0.47,0.7898580992600335,0.006946337447970796,1.081930525592445,0.005846553525534315,0.8569058735420542,0.007594061779122474
QB2,60,48,7.7,-0.72,-1.1,0.18,0.12,50,0,12,23,0.76,0.8026019603659769,0.003427777167503865,50,0,17,24,1.05,0.7518833189769278,0.0028697780408556417,50,0,16,26,0.48,0.8495342938466219,0.004816956420531926,1.0674554683006678,0.0049142549897081,0.8850535221744393,0.005509697703894534
QB2,60,48,7.7,-0.74,-1.1,0.18,0.12,50,0,12,23,0.56,0.7603850302839245,0.00387731442597683,50,0,17,24,0.92,0.7061372686333507,0.003082551734703287,50,0,16,26,0.5,0.813053564382906,0.005747413713054206,1.0768232524471684,0.006149324823499169,0.8685003049821164,0.006705460011781628
QB2,60,48,7.7,-0.76,-1.1,0.18,0.12,50,0,12,23,0.41,0.7175771714909409,0.004734996658922519,50,0,14,26,0.79,0.6573700000343703,0.0027185197764305613,50,0,16,25,0.46,0.7780425383084257,0.007825909616721027,1.091587951159047,0.006519171060044959,0.8449023898662218,0.008790904837513769
QB2,60,48,7.7,-0.77,-1.1,0.2,0.18,50,0,9,22,0.38,0.6965120095887876,0.003943026005835182,50,0,14,28,0.8,0.6326134262054321,0.0031595634090149094,50,0,12,23,0.72,0.7618191196297381,0.0058146447925300215,1.101007314635471,0.006713211468876379,0.8303984632374376,0.006251806182892783
QB2,60,48,7.7,-0.72,-1.11,0.18,0.14,50,0,12,23,0.76,0.7883455209611033,0.003822602192077529,50,0,18,25,1.02,0.7351879376232728,0.0035905423266779923,50,0,16,24,0.37,0.8352980031791504,0.0055906528327283045,1.0723047544954003,0.006180524362779494,0.880150479020831,0.0066590617057940005
QB2,60,48,7.7,-0.74,-1.11,0.18,0.14,50,0,12,23,0.55,0.7458777075380957,0.004210140616468405,50,0,14,26,0.92,0.6858803681936689,0.002620811059698358,50,0,14,23,0.72,0.8040422540386081,0.00529059809310195,1.0874749331321953,0.005467452652471838,0.8530402037313013,0.005444378650532045
QB2,60,48,7.7,-0.76,-1.11,0.18,0.14,50,0,12,23,0.42,0.7027521129638514,0.005048950414793252,50,0,14,26,0.88,0.6369053830935244,0.0028962045822759075,50,0,14,23,0.69,0.7707050476885456,0.0063701501244364245,1.1033854189620784,0.007724122567557057,0.8263931642898856,0.007020627323993445
QB2,60,48,7.7,-0.77,-1.11,0.2,0.18,50,0,9,22,0.42,0.6810048914266484,0.00432693356467051,50,0,14,28,0.85,0.6114915720317169,0.0031303299592522205,50,0,12,23,0.77,0.7493840608523659,0.006103147352438665,1.113678295130004,0.0072658387821928905,0.8159922314549805,0.006762923280847821
QB2,60,48,7.7,-0.72,-1.12,0.18,0.2,50,0,12,23,0.66,0.7737631898101146,0.004384254544956834,50,0,14,26,1.01,0.7140423237476633,0.0026535482924819886,50,0,12,23,0.62,0.826908181725655,0.005074950686732471,1.0836377117661673,0.005214783982053772,0.8635085968765546,0.005061030547258927
QB2,60,48,7.7,-0.74,-1.12,0.18,0.2,50,0,12,23,0.48,0.7309576685588073,0.004971229656074216,50,0,14,26,0.97,0.6655815370139841,0.0027979945410750995,50,0,12,23,0.61,0.7904621829552572,0.005659115928446368,1.0982240761036157,0.006548507273964388,0.8420156604147858,0.005721218340417056
QB2,60,48,7.7,-0.76,-1.12,0.18,0.2,50,0,12,23,0.4,0.687553758262661,0.0057881775294834625,50,0,14,26,0.97,0.6152532254057423,0.0030682784913240724,50,0,12,23,0.71,0.7549019094035152,0.006405637197740677,1.1175134560395656,0.008264979920673987,0.815010821593873,0.006781264881291493
QB2,60,48,7.7,-0.77,-1.12,0.2,0.18,50,0,9,22,0.46,0.6650422351281776,0.0048182407140379135,50,0,14,28,0.97,0.5888865346392088,0.0033143603761986995,50,0,12,23,0.81,0.7371965704003811,0.006831661163850922,1.129321517829622,0.00826432389141929,0.7988188744819809,0.007589850567025658
QB3,60,48,7.85,-0.66,-0.85,0.18,0.01,50,0,19,27,1.17,0.9889792074936558,0.003086062824102398,50,0,19,29,1.69,0.9742234504677978,0.002275060672155549,50,0,16,30,0.78,1.0151292979019808,0.0021631946697233673,1.0151461731071785,0.002123893050853365,0.9597038056937917,0.0019242656226671206
QB3,60,48,7.85,-0.68,-0.85,0.18,0.01,50,0,17,30,1.0,0.9465444160185195,0.0030785708685399094,50,0,16,30,1.13,0.9335757874964348,0.0019059295226511175,50,0,16,28,0.78,0.9789309427892318,0.0024385554012519295,1.0138913505424798,0.002614048473330577,0.9536686876363636,0.0016679179668662725
QB3,60,48,7.85,-0.7,-0.85,0.18,0.01,50,0,17,25,0.37,0.9071169235738941,0.00411499460778364,50,0,16,27,1.03,0.8938932986143393,0.0022928814267232367,50,0,18,28,0.62,0.944949384901423,0.003527305483059573,1.0147932924209782,0.004212204049891088,0.9459695015385297,0.0029811506768192553
QB3,60,48,7.85,-0.72,-0.85,0.18,0.01,50,0,17,25,0.35,0.8641247163513994,0.0058224091827813185,50,0,16,27,0.74,0.8538082459146121,0.0031544845730264726,50,0,18,28,0.6,0.9103388690642711,0.005513355383508944,1.012082889203929,0.006744370737665983,0.9379015605389164,0.0051952058669261225
QB3,60,48,7.85,-0.66,-0.87,0.18,0.01,50,0,17,25,0.88,0.9682131759574442,0.0028867603899689342,50,0,16,27,1.55,0.9509139876715188,0.0016719863034484472,50,0,18,28,0.62,0.9959381424488449,0.0024651095338932283,1.018192169334143,0.002254187705523325,0.9547922176505669,0.0017553789902399197
QB3,60,48,7.85,-0.68,-0.87,0.18,0.01,50,0,17,25,0.66,0.9275088787582659,0.0033777407046677865,50,0,16,27,1.4,0.910760549329415,0.0018665170801169806,50,0,18,28,0.6,0.9599262620533101,0.002771212490707775,1.0183893883427237,0.0028967843318083997,0.9487817818227743,0.0022564056492712092
QB3,60,48,7.85,-0.7,-0.87,0.18,0.01,50,0,17,25,0.39,0.8854948448595009,0.0040223830806253025,50,0,16,27,1.08,0.8701600999139828,0.0021837292556222687,50,0,18,28,0.59,0.9243097258248536,0.0034539259268313582,1.0176229005984463,0.004022269385884236,0.9414161461272652,0.003084961659817531
QB3,60,48,7.85,-0.72,-0.87,0.18,0.01,50,0,17,25,0.37,0.8421895012324124,0.005703167962309519,50,0,16,27,0.76,0.8295993836702065,0.0031336767464982263,50,0,18,28,0.56,0.889743044038503,0.005402070580165619,1.0151761414123843,0.0066334796593536804,0.9324033373778263,0.005161249249541755
QB3,60,48,7.85,-0.66,-0.9,0.18,0.01,50,0,17,27,1.13,0.9335307932030595,0.002516710721347848,50,0,16,29,1.43,0.9146475842280736,0.0016975009033578514,50,0,16,30,0.85,0.9626627654336853,0.002084680662924332,1.0206453384894933,0.0018857255264772554,0.9501225320748947,0.001441959150069616
QB3,60,48,7.85,-0.68,-0.9,0.18,0.01,50,0,17,27,1.01,0.892316814896351,0.0029169989819043396,50,0,16,29,1.3,0.8738445264196033,0.0018267573457911856,50,0,16,30,1.04,0.9259284140380473,0.0023109666098088955,1.021139101886275,0.0025871760279227995,0.9437495525260944,0.0018138336068527217
